Token,POS
lebitso,N05
la,CPOSS05
kgwebo,N09
,
nomoro,N09
ya,CPOSS09
referense,N09
ya,CPOSS09
lekgetho,N05
(,ZPL
ha,CONJ
e,CSNEUT
le,VCOP
teng,NLOC
),ZPR
,
nomoro,N09
ya,CPOSS09
boitsebiso,N14
kapa,CONJ
nomoro,N09
ya,CPOSS09
phasepoto,N09
,
aterese,N09
,
palo,N09
ya,CPOSS09
moputso,N03
,
nako,N09
eo,CD09
ho,CN15
hirilweng,V
ka,PART
yona,PROEMP09
kapa,CONJ
eo,CD09
o,CSPERS
e,CO09
bokelletseng,V
,
ho,CSINDEF
tla,V
fanwa,V
ka,PART
IT3(a),RL
tlasa,NLOC
mabaka,N06
ana,CD06
a,CS06
latelang,V
:,ZM
,
Ha,CONJ
paloyohle,N09
ya,CPOSS09
moputso,N03
wa,CPOSS03
mosebeletsi,N01
kapa,CONJ
palo,N09
e,CS09
lekanang,V
le,PART
yona,PROEMP09
ya,CPOSS09
selemo,N07
e,CS09
le,VCOP
ka,PART
tlase,NLOC
ho,PART
R2,RV
000,RV
mme,CONJ
e,CS09
sa,MNEG
fete,V
bonyane,N14
bo,CS14
beuweng,V
ba,CPOSS14
lekgetho,N05
.,ZE
,
(,ZPL
Ha,CONJ
mosebeletsi,N01
a,CS01
ne,VAUX
a,CS01
sa,CPOSS07
hirwa,V
ke,PART
ramosebetsi,N01a
ya,CS01
mong,ADJ01
bakeng,N07
sa,CPOSS07
selemo,N07
se,CS07
felletseng,V
sa,CPOSS07
lekgetho,N05
",",ZM
moputso,N03
o,CS03
fumanweng,V
bakeng,N07
sa,CPOSS07
nako,N09
ya,CPOSS09
lekgetho,N05
o,CS03
lokelwa,V
ho,CN15
lokiswa,V
ka,PART
ho,CN15
ya,VCOP
ka,PART
maemo,N06
bakeng,N07
sa,CPOSS07
ho,CN15
hlwaya,V
hore,CONJ
na,QUE
ho,CN15
lokelwa,V
ho,CN15
fanwa,V
ka,PART
IT3(a),RL
.,ZE
,
Bakeng,N07
sa,CPOSS07
shwahla,N09
ya,CPOSS09
tjhelete,N09
ya,CPOSS09
tefello,N09
(,ZPL
e,CS09
sa,CPOSS07
bontshwang,V
setifikeiting,N07
sa,CPOSS07
IRP5,RL
),ZPR
eo,CD09
ho,CN15
sa,CPOSS07
hulwang,V
lekgetho,N05
ho,PART
yona,PROEMP09
.,ZE
,
Tefello,N09
efe,ENUM
kapa,CONJ
efe,ENUM
e,CS09
lefuweng,N05
motho,N01
bakeng,N07
sa,CPOSS07
ditshebeletso,N10
tseo,CD10
ho,CN15
fanweng,V
ka,PART
tsona,PROEMP10
kapa,CONJ
ho,CN15
tla,V
fanwa,V
ka,PART
tsona,PROEMP10
tseo,CD10
ho,CN15
se,CS07
nang,VCOP
lekgetho,N05
le,CS05
hutsweng,V
ho,PART
yona,PROEMP09
.,ZE
,
O,CSPERS
SE,MNEG
KE,MNEG
wa,CSPERS
fana,V
ka,PART
diforomo,N10
tsena,CD10
tsa,CPOSS10
lekgetho,N05
bakeng,N07
sa,CPOSS07
hona,PROPOSSLOC
ho,CN15
latelang,V
:,ZM
,
Ditefello,N10
tse,CS10
lefuweng,N05
bakeng,N07
sa,CPOSS07
ditshebeletso,N10
tseo,CD10
ho,CSINDEF
fanweng,V
ka,PART
tsona,PROEMP10
ke,PART
batho,N02
mosebetsing,N03
wa,CPOSS03
bona,PROPOSS02
wa,CPOSS03
profeshene,N09
",",ZM
mohlala,N03
",",ZM
dingaka,N10
",",ZM
maqwetha,N06
",",ZM
diadvokheiti,N10
",",ZM
diakhaontente,N10
le,PART
bahlakisi,N02
.,ZE
,
Moputso,N03
o,CS03
fe,ENUM
kapa,CONJ
o,CS03
fe,ENUM
(,ZPL
mohlala,N03
",",ZM
di-fringe,N10
benefit,RV
),ZPR
o,CS03
hlahellang,V
setifikeiting,N07
sa,CPOSS07
IRP5,RL
.,ZE
,
Moputso,N03
kapa,CONJ
palo,N09
ya,CPOSS09
selemo,N07
e,CS09
batlileng,V
e,CS09
lekana,V
le,PART
ona,PROEMP03
",",ZM
e,CS09
sa,MNEG
feteng,V
R2,RV
000,RV
bakeng,N07
sa,CPOSS07
selemo,N07
sa,CPOSS07
lekgetho,N05
.,ZE
,
Shejule,N09
ya,CPOSS09
B,RV
:,ZM
Thepa,N09
",",ZM
dipeeletso,N10
",",ZM
ditokelo,N10
le,PART
di-royalty,N10
(,ZPL
foromo,N09
ya,CPOSS09
lekgetho,N05
ya,CPOSS09
IT3(b),RL
),ZPR
,
Fana,V
ka,PART
dintlha,N10
tsa,CPOSS10
dipalo,N10
tse,CS10
lefuweng,N05
kapa,CONJ
tse,CS10
kreditilweng,V
ke,PART
wena,PROEMPPERS
bakeng,N07
sa,CPOSS07
:,ZM
,
Phaello,N09
hodima,N16
dikadimo,N10
le,PART
di-mortgage,N10
bond,RV
(,ZPL
ntle,NLOC
le,PART
dikadimo,N10
le,PART
dibonto,N10
tse,CS10
lokelwang,V
ho,CN15
lefshwa,V
banka,N09
),ZPR
,
Phaello,N09
hodima,N16
ditjhelete,N10
tse,CS10
beeleditsweng,V
le,PART
wena,PROEMPPERS
,
Phaello,N09
hodima,N16
di-debenture,N10
,
Phaello,N09
hodima,N16
di-savings,N10
account,RV
tsa,CPOSS10
ha,CONJ
jwale,ADV
,
Diabo,N08
tsa,CPOSS10
dishere,N10
,
Rente,N09
e,CS09
lefuweng,V
ke,PART
wena,PROEMPPERS
jwalo,ADV
ka,PART
modudi,N01
kapa,CONJ
e,CS09
bokelletsweng,V
ke,PART
wena,PROEMPPERS
jwalo,ADV
ka,PART
agent,RV
,
Tjhelete,N09
e,CS09
lefuweng,V
bakeng,N07
sa,CPOSS07
tokelo,N09
ya,CPOSS09
ho,CN15
ba,VCOP
le,PART
thepa,N09
,
Di-royalty,N10
kapa,CONJ
ditefello,N10
tse,CS10
lefuweng,V
bakeng,N07
sa,CPOSS07
ho,CN15
sebedisa,V
tokelo,N09
ya,CPOSS09
boqapi,N14
",",ZM
moralo,N03
",",ZM
letshwao,N05
la,CPOSS05
kgwebo,N09
kapa,CONJ
tokelo,N09
ya,CPOSS09
tshebediso,N09
kapa,CONJ
ho,PART
ho,CN15
fetisa,V
tsebo,N09
e,CS09
amanang,V
le,PART
tshebediso,N09
ya,CPOSS09
tokelo,N09
ya,CPOSS09
boqapi,N14
mona,CD18
Afrika,N09
Borwa,N14
.,ZE
,
Shejule,N09
ya,CPOSS09
C,RV
:,ZM
Ho,CN15
fetiswa,V
ha,CPOSS15
unit,RV
trust,RV
kapa,CONJ
tokomane,N09
efe,ENUM
kapa,CONJ
efe,ENUM
e,ADJC09
nngwe,ADJ09
ya,CPOSS09
ditjhelete,N10
(,ZPL
foromo,N09
ya,CPOSS09
lekgetho,N05
ya,CPOSS09
IT3(c),RL
,
Fana,V
ka,PART
dintlha,N10
tse,CS10
latelang,V
tse,CS10
mabapi,ADV
le,PART
ho,CN15
fetiswa,V
ha,CPOSS15
diyuniti,N10
kapa,CONJ
ho,CN15
fetiswa,V
ha,CPOSS15
tokomane,N09
ya,CPOSS09
ditjhelete,N10
lebitsong,N05
la,CPOSS05
motho,N01
o,CS01
fe,ENUM
kapa,CONJ
o,CS01
fe,ENUM
:,ZM
,
tlhaloso,N09
ya,CPOSS09
yuniti,N09
kapa,CONJ
tokomane,N09
ya,CPOSS09
ditjhelete,N10
,
Palo,N09
ya,CPOSS09
diyuniti,N10
kapa,CONJ
ditokomane,N10
tse,CS10
fetisitsweng,V
,
Palohare,N09
ya,CPOSS09
boleng,N14
bo,CS14
lekantsweng,V
ba,CPOSS14
ho,CN15
fetiswa,V
(,ZPL
boleng,N14
ba,CPOSS14
mmaraka,N03
ka,PART
nako,N09
ya,CPOSS09
tekolo,N09
mmoho,ADV
le,PART
tekanyetso,N09
ya,CPOSS09
palohare,N09
ya,CPOSS09
keketseho,N09
ya,CPOSS09
ha,ADV
morao,N18
),ZPR
,
ditjhelete,N10
tsohle,PROQUANT10
tsa,CPOSS10
ho,CN15
fetiswa,V
hoo,CD17
.,ZE
,
Paloyohle,N09
ya,CPOSS09
pelo,N09
kapa,CONJ
tahlehelo,N09
mabapi,ADV
le,PART
ho,CN15
fetiswa,V
hoo,CD17
.,ZE
,
Shejule,N09
ya,CPOSS09
D,RV
:,ZM
Dihlahiswa,N08
tsa,CPOSS08
polasing,N09
",",ZM
patsi,N09
",",ZM
mehlape,N04
",",ZM
di-ore,N10
",",ZM
diminerale,N10
kapa,CONJ
mahakwe,N06
a,CPOSS06
bohlokwa,N14
le,PART
dibonase,N10
tse,CS10
leshwang,V
ditho,N08
tsa,CPOSS08
dikhampani,N10
tse,CS10
sebedisanang,V
mmoho,ADV
le,PART
disosaethi,N10
(,ZPL
diforomo,N10
tsa,CPOSS10
lekgetho,N05
tsa,CPOSS10
IT3(e),RL
,
Fana,V
ka,PART
dintlha,N10
tsa,CPOSS10
:,ZM
,
Dihlahiswa,N08
tsohle,PROQUANT08
tsa,CPOSS08
polasing,N09
",",ZM
patsi,N09
",",ZM
mehlape,N04
",",ZM
di-ore,N10
",",ZM
diminerale,N10
kapa,CONJ
mahakwe,N06
a,CPOSS06
bohlokwa,N14
a,CS06
fihletsweng,V
ke,PART
wena,PROEMPPERS
ka,PART
ho,CN15
a,CO06
reka,V
",",ZM
kgwebisano,N09
kapa,CONJ
phapanyetsano,N09
(,ZPL
a,CS06
rekuweng,V
ho,PART
bahwebi,N02
ba,CS02
nang,VCOP
le,PART
dilaesense,N10
HA,CONJ
A,CS06
tshwanelwa,VAUX
ho,CN15
kenyelletswa,V
),ZPR
.,ZE
,
Dihlahiswa,N08
tsohle,PROQUANT08
tsa,CPOSS08
polasing,N09
",",ZM
patsi,N09
",",ZM
mehlape,N04
",",ZM
di-ore,N10
",",ZM
diminerale,N10
kapa,CONJ
mahakwe,N06
a,CPOSS06
bohlokwa,N14
a,CS06
rekiswang,V
ke,PART
wena,PROEMPPERS
jwalo,ADV
ka,PART
agent,RV
ya,CPOSS09
mohlahisi,N01
.,ZE
,
Dihlahiswa,N08
tsohle,PROQUANT08
",",ZM
di-ore,N10
kapa,CONJ
diminerale,N10
tse,CS10
tsamaiwang,V
ke,PART
wena,PROEMPPERS
jwalo,ADV
ka,PART
agent,RV
e,CS09
fetisetsang,V
pele,NLOC
bakeng,N07
sa,CPOSS07
mohlahisi,N01
ho,CN15
ya,V
ho,PART
di-agent,N10
tse,CS10
ka,PART
ntle,NLOC
ho,CSLOC
Rephaboliki,N09
.,ZE
,
Dibonase,N10
tse,CS10
lefuweng,N05
ditho,N08
tsa,CPOSS08
khampani,N09
e,CS09
sebedisang,V
mmoho,ADV
le,PART
disosaethi,N10
.,ZE
,
Ke,VCOP
ditshebeletso,N10
dife,QUE
tseo,CD10
Bahlanka,N02
ba,CPOSS02
Boemedi,N14
ba,CPOSS02
Naha,N09
Matjhabeng,N06
ba,CS02
fanang,V
ka,PART
tsona,PROEMP10
ho,PART
batho,N02
ba,CPOSS02
Afrika,N09
Borwa,N14
ba,CS02
kwalletsweng,V
dinaheng,N10
tsa,CPOSS10
mose,N03
?,ZE
,
ba,CS02
hloma,V
mokgwa,N03
wa,CPOSS03
ho,CN15
iteanya,V
le,PART
batshwaruwa,N02
ka,PART
potlako,N09
ka,PART
ho,CN15
ya,V
ka,PART
moo,CD18
ho,CN15
ka,PART
kgonahalang,V
ka,PART
mora,N18
ho,CN15
tiisetsa,V
hore,CONJ
ke,VCOP
baahi,N02
ba,CPOSS02
naha,N09
ya,CPOSS09
Afrika,N09
Borwa,N14
.,ZE
,
Hona,PROEMPLOC
ho,CN15
etsa,V
hore,CONJ
baahi,N02
ba,CPOSS02
Afrika,N09
Borwa,N14
ba,CS02
tshwerweng,V
",",ZM
ba,CS02
kwalletsweng,V
kapa,CONJ
ba,CS02
leng,VCOP
tjhankaneng,N09
tlasa,NLOC
tshebetso,N09
tsa,CPOSS10
molao,N03
tsa,CPOSS10
dinaheng,N10
tsa,CPOSS10
matjhaba,N06
ba,CS02
utlwisise,V
ditokelo,N10
tsa,CPOSS10
bona,PROPOSS02
le,PART
ditshebeletso,N10
tseo,CD10
Mmuso,N03
wa,CPOSS03
Afrika,N09
Borwa,N14
o,CS03
fanang,V
ka,PART
tsona,PROEMP10
.,ZE
,
Ho,CSINDEF
iteanya,V
ho,CN15
tla,V
ba,VCOP
ka,PART
seqo,N07
",",ZM
ka,PART
ho,CN15
ngolla,V
",",ZM
ka,PART
mohala,N03
",",ZM
kapa,CONJ
ka,PART
metjha,N04
e,ADJC04
meng,ADJ04
e,CS04
tshwanetseng,V
",",ZM
mme,CONJ
hona,PROEMPLOC
ho,CSLOC
tla,V
itshetleha,V
mabakeng,N06
a,CS06
itseng,V
.,ZE
,
ba,CS02
tla,V
fana,V
ka,PART
lesedi,N05
le,CS05
akaretsang,V
le,PART
mabapi,N06
le,PART
mokgwatshebetso,N03
wa,CPOSS03
molao,N03
wa,CPOSS03
naha,N09
e,CS09
tshwereng,V
motho,N01
.,ZE
,
Lesedi,N05
lena,CD05
le,CS05
ka,PART
kenyelletsa,V
;,ZM
dintlha,N10
tse,CS10
mabapi,ADV
le,PART
thuso,N09
ya,CPOSS09
molao,N03
(,ZPL
ha,CONJ
e,CSNEUT
le,VCOP
teng,NLOC
),ZPR
le,PART
qoso,N09
",",ZM
lenane,N05
la,CPOSS05
maqwetha,N06
(,ZPL
ha,MNEG
ho,CSINDEF
leqwetha,N05
le,CS05
itseng,V
le,CS05
ka,PART
kgothaletswang,V
),ZPR
",",ZM
ho,CN15
busetswa,V
ha,CONJ
nyewe,N09
morao,N18
",",ZM
beile,V
le,PART
mekgwa,N04
tshebetso,N09
ya,CPOSS09
boipiletso,N14
e,CS09
le,VCOP
hore,CONJ
motshwaruwa,N01
a,CS01
kgone,V
ho,CN15
utlwisisa,V
ditokelo,N10
tsa,CPOSS10
hae,PROPOSSPERS
mmoho,ADV
le,PART
tshebetso,N09
tse,CS10
amehang,V
.,ZE
,
ho,CN15
ba,V
le,PART
mokgwa,N03
wa,CPOSS03
ho,CN15
iteanya,V
le,PART
baahi,N02
ba,CPOSS02
Afrika,N09
Borwa,N14
ba,CS02
tshwerweng,V
dinaheng,N10
tsa,CPOSS10
mose,N03
ha,CONJ
ho,CN15
ntse,VAUX
ho,CN15
latelwa,V
melao,N04
le,PART
melawana,N04
ya,CPOSS04
naha,N09
e,CS09
tshwereng,V
motho,N01
.,ZE
,
ba,CS02
tla,V
etela,V
tjhankaneng,N09
.,ZE
,
Makgetlo,N06
ao,CD06
ba,CS02
tla,V
etela,V
tjhankaneng,N09
a,CS06
tla,V
itshetleha,V
hodima,N16
leano,N05
le,CS05
leng,VCOP
teng,NLOC
la,CPOSS05
ha,CONJ
jwale,ADV
",",ZM
sebaka,N07
",",ZM
setso,N07
le,PART
melao,N04
ya,CPOSS09
naha,N09
eo,CD09
motho,N01
a,CS01
kwalletsweng,V
ho,PART
yona,PROEMP09
",",ZM
ekasitana,CONJ
le,PART
boemo,N14
bo,CS14
leng,VCOP
teng,NLOC
ba,CPOSS14
tshireletso,N09
naheng,N09
eo,CD09
le,PART
tjhankaneng,N09
.,ZE
,
ba,CS02
iteanya,V
le,PART
ba,CPOSS02
lelapa,N05
kapa,CONJ
metswalle,N04
-,ZM
feela,CONJ
ha,CONJ
ba,CS02
kotjwa,V
ke,PART
motshwaruwa,N01
ka,PART
ho,CN15
ngola,V
fatshe,N16
.,ZE
,
Ha,CONJ
hona,PROEMPLOC
mokgwa,N03
wa,CPOSS03
ho,CN15
iteanya,V
o,CS03
ka,PART
etswang,V
",",ZM
kapa,CONJ
ha,CSINDEF
fanwa,V
ka,PART
lesedi,N05
ho,PART
motho,N01
o,CS01
fe,ENUM
kapa,CONJ
o,CS01
fe,ENUM
ntle,NLOC
le,PART
tumello,N09
e,CS09
ngotsweng,V
fatshe,N16
ke,PART
moahi,N01
wa,CPOSS01
naha,N09
ya,CPOSS09
Afrika,N09
Borwa,N14
ya,CS01
tshwerweng,V
kapa,CONJ
ya,CS01
leng,VCOP
tjhankaneng,N09
.,ZE
,
ba,CS02
thusa,V
ka,PART
ho,CN15
fetisetswa,V
ha,CONJ
ditjhelete,N10
tse,CS10
tswang,V
ho,PART
ba,CPOSS02
malapa,N06
kapa,CONJ
metswalle,N04
ba,CS02
leng,VCOP
Afrika,N09
Borwa,N14
di,CS10
ya,V
ho,PART
motshwaruwa,N01
-,ZM
ka,PART
ho,CN15
latela,V
melao,N04
le,PART
melawana,N04
ya,CPOSS04
Mmuso,N03
wa,CPOSS03
Afrika,N09
Borwa,N14
le,PART
naha,N09
eo,CD09
motho,N01
a,CS01
tshwerweng,V
ho,PART
yona,PROEMP09
.,ZE
,
Tumello,N09
e,CS09
leng,VCOP
teng,NLOC
ha,CONJ
jwale,ADV
e,CS09
bolela,V
hore,CONJ
ditjhelete,N10
tse,CS10
transferwang,V
ho,CN15
tswa,V
Afrika,N09
Borwa,N14
bakeng,N07
sa,CPOSS07
di-toiletry,N10
",",ZM
dijo,N08
le,PART
dintho,N10
tse,ADJC10
ding,ADJ10
tsa,CPOSS10
motho,N01
(,ZPL
e,CS09
seng,MNEG
ditefello,N10
tsa,CPOSS10
molao,N03
),ZPR
ha,MNEG
di,CS10
a,CS06
tshwanela,VAUX
ho,CN15
feta,V
R2,RV
000,RV
(,ZPL
dikete,N08
tse,ADJC08
pedi,ADJ08
tsa,CPOSS08
diranta,N10
),ZPR
ka,PART
kgwedi,N09
.,ZE
,
Palo,N09
eo,CD09
e,CS09
ke,MNEG
ke,MNEG
ya,CS09
ekelletswa,V
hodima,N16
ya,CPOSS09
kgwedi,N09
e,CS09
hlahlamang,V
.,ZE
,
Iteanye,V
le,PART
ba,CPOSS02
Consular,RV
Services,RV
section,RV
ha,CONJ
o,CSPERS
batla,V
thuso,N09
.,ZE
,
ba,CS02
etsa,V
bonnete,N14
ba,CPOSS14
hore,CONJ
ba,CS02
tsebisa,V
bolaodi,N14
ba,CPOSS14
tjhankane,N09
ka,PART
mathata,N06
a,CPOSS06
bongaka,N14
.,ZE
,
Re,CSPERS
kopa,V
hore,CONJ
le,CSPERS
ele,V
hloko,N09
:,ZM
,
Ba,CPOSS02
Lefapha,N05
la,CPOSS05
Ditaba,N10
tsa,CPOSS10
ka,PART
Ntle,NLOC
ho,CSLOC
Naha,N09
le,PART
Baemedi,N02
ba,CPOSS02
Afrika,N09
Borwa,N14
ba,CS02
etsa,V
ka,PART
hohle,PROQUANTLOC
ho,CSLOC
matleng,N06
a,CPOSS06
bona,PROPOSSPERS
ho,CN15
netefatsa,V
hore,CONJ
tjhelete,N09
",",ZM
mangolo,N06
",",ZM
disebediswa,N10
tsa,CPOSS10
ho,CN15
bala,V
le,PART
meriana,N04
di,CS10
fetisetswa,V
ho,PART
beng,N02
ba,CPOSS02
sona,PROPOSS07
ka,PART
potlako,N09
.,ZE
,
Le,PART
ha,CONJ
ho,CSINDEF
le,VCOP
jwalo,ADV
",",ZM
ho,CSINDEF
na,VCOP
le,PART
dintho,N10
tse,CS10
tlang,V
pele,NLOC
lenaneng,N05
la,CPOSS05
Embasi,N09
",",ZM
Khomishene,N09
e,CS09
Phahameng,V
kapa,CONJ
Khonsoleiti,N09
.,ZE
,
Mabaka,N06
a,ADJC06
mang,ADJ06
a,CPOSS06
sebaka,N07
seo,CD07
ba,CS02
leng,VCOP
ho,PART
sona,PROEMP07
ka,PART
hara,NLOC
naha,N09
le,PART
ona,PROEMP06
a,CS06
na,VCOP
le,PART
seabo,N07
se,ADJC07
seholo,ADJ07
.,ZE
,
Bahlanka,N02
ba,CPOSS02
boemedi,N14
ba,CPOSS14
naha,N09
matjhabeng,N06
ba,CS02
ke,MNEG
ke,MNEG
ba,CS02
kgona,V
ho,CN15
fana,V
ka,PART
ditshebeletso,N10
tse,CS10
latelang,V
ho,PART
batshwaruwa,N02
ba,CPOSS02
Afrika,N09
Borwa,N14
:,ZM
,
ho,CN15
fuputsa,V
kapa,CONJ
ho,CN15
kena,V
dipakeng,N10
tshebetsong,N09
tsa,CPOSS10
lekgotleng,N05
la,CPOSS05
dinyewe,N10
kapa,CONJ
tshebetsong,N09
tsa,CPOSS10
toka,N09
,
ho,CN15
fumanela,V
motho,N01
kapa,CONJ
ho,CN15
mo,CO01
neha,V
dikeletso,N10
tsa,CPOSS10
molao,N03
,
ho,CN15
hlophisetsa,V
ho,CN15
ntsha,V
motho,N01
tjhankaneng,N09
kapa,CONJ
ho,CN15
fumanela,V
beile,N09
,
ho,CN15
tsamaya,V
ho,CN15
ya,V
dibakeng,N08
tse,CS08
kotsi,N09
kapa,CONJ
ditjhankaneng,N08
,
ho,CN15
fuputsa,V
botlokotsebe,N14
,
ho,CN15
fumanela,V
monyetla,N03
wa,CPOSS03
ho,CN15
tshwarwa,V
hantle,ADV
tjhankaneng,N09
ho,CN15
feta,V
ka,PART
moo,CD18
ho,CN15
tshwarwang,V
baahi,N02
ba,CPOSS02
naha,N09
eo,CD09
-,ZM
ntle,NLOC
le,PART
ha,CONJ
ho,CN15
sa,MNEG
sebediswe,V
bonyane,N14
ba,CPOSS14
maemo,N06
a,CS06
amohelehileng,V
a,CPOSS06
matjhaba,N06
a,CS06
kopaneng,V
mabapi,ADV
le,PART
ho,CN15
tshwarwa,V
ha,CPOSSLOC
batshwaruwa,N02
,
ho,CN15
tsebisa,V
ba,CPOSS02
leloko,N05
kapa,CONJ
metswalle,N04
hore,CONJ
ba,CS02
transfere,V
tjhelete,N09
,
ho,CN15
lefa,V
dikoloto,N10
tsa,CPOSS10
molao,N03
",",ZM
bongaka,N14
kapa,CONJ
tse,ADJC10
ding,ADJ10
hape,ADV
,
ho,CN15
fumana,V
bodulo,N14
",",ZM
mosebetsi,N01
",",ZM
di-visa,N10
kapa,CONJ
diphemiti,N10
tsa,CPOSS10
bodulo,N14
,
ho,CN15
phetha,V
mosebetsi,N03
o,CS03
lokelwang,V
ho,CN15
etswa,V
ke,PART
ejensi,N09
ya,CPOSS09
maeto,N06
",",ZM
ba,CPOSS02
difofane,N08
",",ZM
dibanka,N10
kapa,CONJ
dikhampani,N10
tse,CS10
hirisang,V
dikoloi,N10
,
ho,CN15
thusa,V
batho,N02
ba,CS02
nang,VCOP
le,PART
boahi,N14
ba,CPOSS14
naha,N09
tse,ADJC10
pedi,ADJ10
naheng,N09
ya,CPOSS09
bobedi,N14
eo,CD09
ba,CS02
leg,VCOP
baahi,N02
ba,CPOSS02
teng,NLOC
,
ho,CN15
lefella,V
ho,CN15
lokiswa,V
",",ZM
ho,CN15
tsamaiswa,V
",",ZM
ho,CN15
patwa,V
kapa,CONJ
ho,CN15
tjheswa,V
ha,CPOSSLOC
setopo,N07
sa,CPOSS07
motho,N01
wa,CPOSS01
Afrika,N09
Borwa,N14
ya,CS01
hlokahetseng,V
.,ZE
,
Lekgotla,N05
la,CPOSS05
Afrika,N09
Borwa,N14
bakeng,N07
sa,CPOSS07
Profeshene,N09
ya,CPOSS09
Saense,N09
ya,CPOSS09
Tlhaho,N09
le,PART
ya,CPOSS09
dumela,V
hore,CONJ
ho,CSINDEF
na,VCOP
le,PART
batho,N02
ba,CS02
sa,MNEG
kang,QUE
ba,CS02
ba,VCOP
le,PART
menyetla,N04
ya,CPOSS04
ho,CN15
fihlela,V
thuto,N09
e,CS09
phahameng,V
e,CS09
hlokwang,V
ke,PART
lefapha,N05
bakeng,N07
sa,CPOSS07
ngodiso,N09
jwaleka,CONJ
profeshenale,N09
.,ZE
,
Empa,CONJ
",",ZM
he,ADV
batho,N02
ba,CS02
jwalo,ADV
ho,CSINDEF
ka,PART
etsahala,V
hore,CONJ
ba,CS02
bile,VAUX
le,PART
seabo,N07
se,ADJC07
seholo,ADJ07
saenseng,N09
ka,PART
dilemo,N08
lemo,N08
mme,CONJ
ho,CSINDEF
ka,PART
etsahala,V
hore,CONJ
le,PART
jwale,ADV
ba,CS02
sa,CPOSS07
ntse,VAUX
ba,CS02
ameha,V
.,ZE
,
Lekgotla,N05
le,CS05
nkile,V
qeto,N09
hore,CONJ
le,CS05
nehelane,V
ka,PART
monyetla,N03
ho,PART
batho,N02
ba,CS02
jwalo,ADV
hore,CONJ
ba,CS02
etse,V
dikopo,N10
bakeng,N07
sa,CPOSS07
ngodiso,N09
jwaleka,CONJ
borasaense,N14
ya,CPOSS09
tlhaho,N09
ba,CPOSS14
profeshene,N09
tlasa,NLOC
dipehelo,N10
tse,CS10
itseng,V
.,ZE
,
Motho,N01
mang,N01a
kapa,CONJ
mang,N01a
ya,CS01
se,MNEG
nang,VCOP
mangolo,N06
a,CS06
amohelwang,V
ke,PART
Lekgotla,N05
a,CS01
ka,PART
etsa,V
kopo,N09
.,ZE
,
Baetsadikopo,N02
ba,CS02
lokela,V
,
ho,CN15
hlomptjhwa,V
ke,PART
bomphato,N14
ba,CPOSS14
bona,PROPOSS02
ka,PART
tsebo,N09
ya,CPOSS09
bona,PROPOSS02
lekaleng,N05
leo,CD05
ba,CS02
ikgethetseng,V
lona,PROEMP05
,
hore,CONJ
ebe,CONJ
ba,CS02
ile,V
ba,CS02
ba,VCOP
le,PART
seabo,N07
ka,PART
hara,NLOC
borasaense,N14
,
hore,CONJ
ba,CS02
na,VCOP
le,PART
boiphihlelo,N14
ba,CS14
dilemo,N08
tse,CD08
10,RV
ka,PART
ho,CN15
latelana,V
ba,CPOSS02
tshebetso,N09
ka,PART
hara,NLOC
saense,N09
pele,NLOC
ba,CS02
etsa,V
kopo,N09
lekaleng,N05
leo,CD05
.,ZE
,
Hlokomela,V
:,ZM
Ebang,CONJ
ho,CN15
etsahala,V
hore,CONJ
o,CSPERS
ile,V
wa,CSPERS
tswa,V
profesheneng,N09
ena,CD09
dilemong,N08
tseo,CD08
tse,CD08
leshome,N05
",",ZM
o,CSPERS
ke,MNEG
ke,MNEG
wa,CSPERS
dumellwa,V
ho,CN15
ingodisa,V
ho,CN15
latela,V
boemo,N14
ba,CS02
jwale,ADV
.,ZE
,
Ho,CN15
lekolwa,V
ha,CPOSSLOC
dikopo,N10
ho,CN15
tla,V
etswa,V
ke,PART
Komiti,N09
ya,CPOSS09
Boeletsi,N14
ya,CPOSS09
Profeshene,N09
e,CS09
loketseng,V
",",ZM
kopo,N09
e,CS09
tla,V
dumellwa,V
ke,PART
Komiti,N09
ya,CPOSS09
Ngodiso,N09
ya,CPOSS09
SACNASP,RL
le,PART
ho,CN15
dumellwa,V
ka,PART
ho,CN15
phethahala,V
ke,PART
Lekgotla,N05
le,CS05
feletseng,V
.,ZE
,
Tlatsa,V
foromo,N09
e,CS09
loketseng,V
ya,CPOSS09
kopo,N09
bakeng,N07
sa,CPOSS07
ngodiso,N09
,
Nehelana,V
ka,PART
foromo,N09
e,CS09
saennweng,V
mmoho,ADV
le,PART
potofolio,N09
e,CS09
mabapi,ADV
le,PART
thuto,N09
le,PART
boiphihlelo,N14
e,CS09
nang,VCOP
le,PART
:,ZM
,
bonnete,N14
ba,CPOSS14
thuto,N09
e,CS09
tlwaelehileng,V
le,PART
thuto,N09
e,CS09
sa,MNEG
tlwaelehang,V
eo,CD09
motho,N01
a,CS01
e,CO09
fumaneng,V
-,ZM
dikhophi,N10
tse,CS10
netefaditsweng,V
tsa,CPOSS10
ditefikeiti,N10
tsa,CPOSS10
digree,N09
kapa,CONJ
diploma,N10
",",ZM
ho,CN15
kenyeletswa,V
direkoto,N10
tsa,CPOSS10
thupelo,N09
bakeng,N07
sa,CPOSS07
dithuto,N10
tseo,CD10
,
rekoto,N09
e,CS09
feletseng,V
ya,CPOSS09
boiphihlelo,N14
ba,CPOSS14
profeshene,N09
lekaleng,N05
la,CPOSS05
tshebetso,N09
leo,CD05
kopo,N09
e,CS09
